chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr2	69914338	69914339	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914347	69914348	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914348	69914349	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914355	69914356	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914362	69914363	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914375	69914376	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914376	69914377	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914386	69914387	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914423	69914424	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914469	69914470	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914477	69914478	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914478	69914479	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914482	69914483	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914483	69914484	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914487	69914488	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914495	69914496	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914502	69914503	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914512	69914513	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914513	69914514	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914514	69914515	+	1	0.0	0.0	0.0	1.0	0.0	0.0
chr2	69914515	69914516	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914529	69914530	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914531	69914532	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914532	69914533	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914542	69914543	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914555	69914556	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914559	69914560	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914570	69914571	+	1	0.0	0.0	0.0	0.0	0.0	0.0
