chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr2	69914329	69914330	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914331	69914332	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914332	69914333	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914334	69914335	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914339	69914340	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914349	69914350	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914354	69914355	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914359	69914360	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914360	69914361	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914361	69914362	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914363	69914364	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914365	69914366	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914366	69914367	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914369	69914370	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914370	69914371	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914371	69914372	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914377	69914378	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914378	69914379	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914380	69914381	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914385	69914386	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914387	69914388	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914395	69914396	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914396	69914397	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914407	69914408	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914408	69914409	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914410	69914411	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914411	69914412	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914415	69914416	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914416	69914417	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914422	69914423	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914424	69914425	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914425	69914426	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914428	69914429	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914429	69914430	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914430	69914431	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914431	69914432	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914435	69914436	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914436	69914437	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914437	69914438	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914441	69914442	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914446	69914447	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914451	69914452	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914453	69914454	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914454	69914455	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914455	69914456	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914459	69914460	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914462	69914463	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914464	69914465	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914471	69914472	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914472	69914473	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914475	69914476	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914476	69914477	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914479	69914480	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914480	69914481	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914484	69914485	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914491	69914492	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914493	69914494	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914494	69914495	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914498	69914499	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914503	69914504	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914504	69914505	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914505	69914506	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914506	69914507	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914516	69914517	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914517	69914518	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914518	69914519	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914519	69914520	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914525	69914526	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914530	69914531	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914535	69914536	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914538	69914539	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914543	69914544	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914544	69914545	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69914549	69914550	+	1	0.0	0.0	0.0	0.0	0.0	0.0
