chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr18	23452863	23452864	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452864	23452865	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452865	23452866	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452865	23452866	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452869	23452870	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452869	23452870	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452871	23452872	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452871	23452872	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452873	23452874	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452873	23452874	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452879	23452880	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452879	23452880	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452884	23452885	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452884	23452885	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452885	23452886	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452885	23452886	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452886	23452887	+	1	0.0	0.0	0.0	0.0	0.0	0.0
