chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr18	23483141	23483142	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23483141	23483142	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23483141	23483142	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23483142	23483143	+	1	0.0	0.0	0.0	0.0	0.272727	0.0
chr18	23483142	23483143	+	3	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23483142	23483143	+	5	0.0	0.0	0.0	1.0	0.0	0.0
chr2	69942945	69942946	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942946	69942947	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942947	69942948	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942948	69942949	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942951	69942952	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942953	69942954	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942954	69942955	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942955	69942956	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr2	69942957	69942958	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr3	105576892	105576893	+	1	0.009677	0.031926	0.00885	0.0	0.013043	0.0
chr3	105576892	105576893	+	2	0.0	0.058824	0.0	0.0	0.0	0.0
chr3	105576894	105576895	+	1	0.009901	0.032124	0.019667	0.0	0.0	0.049808
chr3	105576894	105576895	+	2	0.069767	0.058824	0.088235	0.1	0.0	0.0
chr3	105576896	105576897	+	1	0.042808	0.025974	0.065789	0.028302	0.030303	0.081301
chr3	105576896	105576897	+	2	0.066667	0.067961	0.044444	0.103448	0.0	0.0
chr3	105576897	105576898	+	1	0.117647	0.147614	0.180851	0.118012	0.153652	0.147982
chr3	105576897	105576898	+	2	0.333333	0.0	0.153846	0.0	0.15	0.0
chr3	105576898	105576899	+	1	0.0	0.0	1.0	0.0	0.0	0.0
chr3	105576899	105576900	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr3	105576904	105576905	+	1	0.0	0.033254	0.0	0.0	0.032967	0.103448
chr3	105576904	105576905	+	2	0.157895	0.0	0.333333	0.0	0.0	0.0
chr3	105576906	105576907	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr3	105576906	105576907	+	2	0.0	0.0	0.0	0.0	0.0	0.0
