gene_name	gene_id	mod_code	chrom	start0	end0	strand	ZN_transcript_index	sample	Nvalid_cov	Nmod	Ncanonical	Nother_mod	Ndelete	Nfail	Ndiff	Nnocall	frac_modified
MXD1	MXD1	19228	chr2	69914329	69914330	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	6	0	0	6	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914331	69914332	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	6	0	6	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914332	69914333	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914334	69914335	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914339	69914340	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914349	69914350	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	6	0	6	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914354	69914355	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914359	69914360	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914360	69914361	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914361	69914362	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914363	69914364	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914365	69914366	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914366	69914367	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914369	69914370	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914370	69914371	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
MXD1	MXD1	19228	chr2	69914371	69914372	+	1	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	8	0	8	0	0	0	0	0	0.0
