chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr18	23452860	23452861	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452861	23452862	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452862	23452863	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452866	23452867	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452866	23452867	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452867	23452868	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452867	23452868	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452868	23452869	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452868	23452869	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452870	23452871	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452870	23452871	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452877	23452878	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452877	23452878	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452878	23452879	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452878	23452879	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452881	23452882	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452881	23452882	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452882	23452883	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452882	23452883	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452888	23452889	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452888	23452889	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452892	23452893	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452892	23452893	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452894	23452895	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452894	23452895	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452895	23452896	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452895	23452896	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452896	23452897	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452896	23452897	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452901	23452902	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452901	23452902	+	2	0.0	0.0	0.0	8.0	0.0	0.0
chr18	23452904	23452905	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452904	23452905	+	2	0.0	0.0	0.0	6.0	0.0	0.0
chr18	23452905	23452906	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr18	23452905	23452906	+	2	0.0	0.0	0.0	8.0	0.0	0.0
