chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr18	23452858	23452859	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452859	23452860	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452880	23452881	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452880	23452881	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452883	23452884	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452883	23452884	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452890	23452891	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452890	23452891	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452899	23452900	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452899	23452900	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452908	23452909	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452908	23452909	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452913	23452914	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452913	23452914	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452918	23452919	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452918	23452919	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452924	23452925	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452924	23452925	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452925	23452926	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452925	23452926	+	2	0.0	0.0	0.0	1.0	0.0	0.0
chr18	23452933	23452934	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452933	23452934	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452937	23452938	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452937	23452938	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452942	23452943	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452942	23452943	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452946	23452947	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452946	23452947	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452948	23452949	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452948	23452949	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452953	23452954	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452953	23452954	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452957	23452958	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452957	23452958	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452980	23452981	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452980	23452981	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452990	23452991	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452990	23452991	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452995	23452996	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452995	23452996	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453001	23453002	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453001	23453002	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453003	23453004	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453004	23453005	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453004	23453005	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453007	23453008	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453013	23453014	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453013	23453014	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453014	23453015	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453014	23453015	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453015	23453016	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453015	23453016	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453016	23453017	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453016	23453017	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453018	23453019	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453018	23453019	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453023	23453024	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453023	23453024	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453024	23453025	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453024	23453025	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453026	23453027	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453026	23453027	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453027	23453028	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453027	23453028	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453031	23453032	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453031	23453032	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453034	23453035	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453034	23453035	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453035	23453036	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453035	23453036	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453037	23453038	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453037	23453038	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453040	23453041	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453040	23453041	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453041	23453042	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453041	23453042	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453044	23453045	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453044	23453045	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453046	23453047	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453046	23453047	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453048	23453049	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453048	23453049	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453049	23453050	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453049	23453050	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453050	23453051	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453050	23453051	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453051	23453052	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453051	23453052	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453055	23453056	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453055	23453056	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453056	23453057	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453056	23453057	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453057	23453058	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453057	23453058	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453060	23453061	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453060	23453061	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453062	23453063	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453062	23453063	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453066	23453067	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453066	23453067	+	2	0.0	0.0	0.0	1.0	0.0	0.0
chr18	23453067	23453068	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453067	23453068	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453068	23453069	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453068	23453069	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453074	23453075	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453074	23453075	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453075	23453076	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453075	23453076	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453078	23453079	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453078	23453079	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453088	23453089	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453088	23453089	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453094	23453095	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453094	23453095	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453099	23453100	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453099	23453100	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453104	23453105	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453104	23453105	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453108	23453109	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453108	23453109	+	2	0.0	0.0	0.0	0.0	0.0	0.0
